countyCode,country,cityName,HotelName,star_rating,Address,Attractions,Description,FaxNumber,HotelFacilities,Map,PhoneNumber,PinCode,HotelWebsiteUrl
DE,Germany,Aachen,ibis budget Aachen Nord,1.0,Strangenhäuschen 15 52070 Aachen ,,"This modern hotel in Aachen is conveniently located less than a 1-minute drive from the A4 motorway. It offers stylish accommodation with free WiFi access.

ibis budget Aachen Nord features bright rooms decorated with modern interiors. Each air-conditioned room is complete with a flat-screen TV, work desk and a private bathroom.

A hearty buffet breakfast is served every morning in ibis budget Aachen Nords trendy dining room.

Aachens Old Town is a 12-minute drive from ibis budget Aachen Nord, where visitors can explore sights such as Aachen Cathedral and the Elisa Fountain.

Free parking is provided by ibis budget Aachen Nord. The Eurogress Aachen is 2.6 km away. In accordance with government guidelines to minimise transmission of the Coronavirus (COVID-19), this property can only accept bookings from essential workers/permitted travellers, during dates where such guidelines exist. Reasonable evidence must be provided on arrival. If it isnt provided, your booking will be cancelled on arrival.
Due to Coronavirus (COVID-19), this property is taking steps to help protect the safety of guests and staff. Certain services and amenities may be reduced or unavailable as a result.
In accordance with government guidelines to minimise transmission of the Coronavirus (COVID-19), this property may request additional documentation from guests to validate identity, travel itinerary and other relevant information, during dates where such guidelines exist.
Due to Coronavirus (COVID-19), this property adheres to strict physical distancing measures.
Due to Coronavirus (COVID-19), please ensure that you are only booking this property following the local government guidelines of the destination, including but not limited to the purpose of travel, and maximum allowed group size.
Due to Coronavirus (COVID-19), wearing a face mask is mandatory in all indoor common areas.
Please inform ibis budget Aachen Nord in advance of your expected arrival time. You can use the Special Requests box when booking, or contact the property directly with the contact details provided in your confirmation.
Guests are required to show a photo identification and credit card upon check-in. Please note that all Special Requests are subject to availability and additional charges may apply.
It is not possible to stay at this property for Coronavirus (COVID-19) quarantine purposes.
Guests under the age of 18 can only check in with a parent or official guardian.
Please note the reception is open from 7:30-10:00 a.m. and from 5:00-9:30 p.m.

Guests expecting to arrive after 22:00 are kindly asked to call the property on the day of arrival to get further instructions for the check-in machine. In the event of problems an emergency call button is available in the entrance area.

Any outstanding balance should be paid on arrival. Non-refundable rates can only be booked by the person who will stay at the hotel. For security purposes, this credit card must be shown at check-in. Please contact the hotel in advance if your arrival will be outside of the opening hours to receive a check in code. Without credit card details reservations are held until 14:00, at which point it is possible that the rooms are reassigned. The booking number needs to be entered at the check-in point to receive the access code for the main door.",00 49 4924 1155304,Parking Pets allowed Free parking internet services Heating wifi Free WiFi Air conditioning designated smoking area vending machine (drinks) vending machine (snacks) parking on site Private parking wifi available in all areas Smoke alarms CCTV in common areas CCTV outside property Fire extinguishers use of cleaning chemicals that are effective against coronavirus linens  towels and laundry washed in accordance with local authority guidelines guest accommodation is disinfected between stays physical distancing in dining areas food can be delivered to guest accommodation staff follow all safety protocols as directed by local authorities shared stationery such as printed menus  magazines  pens  and paper removed first aid kit available contactless check-in/check-out cashless payment available physical distancing rules followed invoice provided all plates  cutlery  glasses and other tableware have been sanitized guests have the option to cancel any cleaning services for their accommodation during their stay delivered food is securely covered,50.80166|6.1121,+49241911929,52070,https://www.booking.com/hotel/de/ibis-budget-aachen-nord.html
DE,Germany,Aachen,ibis budget Düren West,1.0,Am langen Graben 9 Gewerbegebiet52353 Düren ,,"Featuring 1-star accommodation, ibis budget Dueren West is set in Düren - Eifel, 29 km from Aachener Soers Equitation Stadium and 30 km from Eurogress Aachen. The property is situated 31 km from Aachen Central Station, 31 km from Aachen Cathedral and 32 km from Historical Town Hall Aachen. The property is allergy-free and is located 31 km from Theatre Aachen.

Featuring a private bathroom with a shower and free toiletries, rooms at the hotel also feature free WiFi. At ibis budget Dueren West the rooms come with a desk and a flat-screen TV.

Guests at the accommodation can enjoy a continental breakfast.

RheinEnergie Stadion is 37 km from ibis budget Dueren West, while Vaalsbroek Castle is 39 km from the property. The nearest airport is Cologne Bonn Airport, 56 km from the hotel. Food & beverage services at this property may be limited or unavailable due to Coronavirus (COVID-19).
Due to Coronavirus (COVID-19), this property is taking steps to help protect the safety of guests and staff. Certain services and amenities may be reduced or unavailable as a result.
In accordance with government guidelines to minimise transmission of the Coronavirus (COVID-19), this property may request additional documentation from guests to validate identity, travel itinerary and other relevant information, during dates where such guidelines exist.
Due to Coronavirus (COVID-19), wearing a face mask is mandatory in all indoor common areas.
It is not possible to stay at this property for Coronavirus (COVID-19) quarantine purposes.
When travelling with pets, please note that an extra charge of 10 EUR per pet, per night applies.",+492421912925,Toilet with grab rails Higher level toilet Lower bathroom sink Parking Pets allowed Non-smoking rooms Facilities for disabled guests Free parking internet services Heating wifi Free WiFi designated smoking area vending machine (drinks) vending machine (snacks) parking on site Private parking wifi available in all areas secured parking Street parking Accessible parking Wheelchair accessible staff follow all safety protocols as directed by local authorities shared stationery such as printed menus  magazines  pens  and paper removed hand sanitizer in guest accommodation and key areas first aid kit available contactless check-in/check-out cashless payment available physical distancing rules followed screens or physical barriers placed between staff and guests in appropriate areas all plates  cutlery  glasses and other tableware have been sanitized guests have the option to cancel any cleaning services for their accommodation during their stay face masks for guests available delivered food is securely covered Emergency cord in bathroom Smoke alarms CCTV in common areas CCTV outside property Fire extinguishers use of cleaning chemicals that are effective against coronavirus linens  towels and laundry washed in accordance with local authority guidelines guest accommodation is disinfected between stays physical distancing in dining areas food can be delivered to guest accommodation,50.83132|6.46779,+492421912920,52353,https://www.booking.com/hotel/de/ibis-budget-dueren-west.html
DE,Germany,Aachen,ibis Aachen Hauptbahnhof,2.0,Zollernstr. 2 52070 Aachen ,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>RWTH Aachen University - 0.4 km / 0.3 mi <br /> Suermondt Ludwig Museum - 0.5 km / 0.3 mi <br /> Marschiertor - 0.7 km / 0.4 mi <br /> Theater Aachen - 0.8 km / 0.5 mi <br /> Katschhof - 1.2 km / 0.7 mi <br /> Aachen Cathedral - 1.2 km / 0.7 mi <br /> Couven Museum - 1.2 km / 0.7 mi <br /> Aachen Town Hall - 1.2 km / 0.8 mi <br /> Domschatzkammer - 1.2 km / 0.8 mi <br /> Rathaus - 1.3 km / 0.8 mi <br /> St. Nikolaus Church - 1.4 km / 0.9 mi <br /> International Newspaper Museum - 1.4 km / 0.9 mi <br /> Eurogress Aachen - 1.6 km / 1 mi <br /> Aachener Zoo - 1.6 km / 1 mi <br /> Carolus Thermen Bad Aachen - 1.8 km / 1.1 mi <br /> </p><p>The nearest airports are:<br />Cologne - Bonn Airport (CGN) - 82.9 km / 51.5 mi<br /> Maastricht (MST-Maastricht - Aachen) - 41.1 km / 25.5 mi<br /> Liege (LGG) - 65.7 km / 40.9 mi<br /> </p><p></p>,"<p>HeadLine : In Aachen (Aachen-Mitte)</p><p>Location : A stay at B&B Hotel Aachen-Hbf places you in the heart of Aachen, within a 10-minute walk of RWTH Aachen University and Suermondt Ludwig Museum.  This hotel is 1.1 mi (1.8 km) from Carolus Thermen Bad Aachen and 9.2 mi (14.8 km) from High Fens  Eifel Nature Park.</p><p>Rooms : Make yourself at home in one of the 128 guestrooms. Complimentary wireless Internet access keeps you connected, and satellite programming is available for your entertainment. Bathrooms have showers and hair dryers. Conveniences include desks and blackout drapes/curtains, and housekeeping is provided daily.</p><p>Dining : Grab a bite from the snack bar/deli serving guests of B&B Hotel Aachen-Hbf. Quench your thirst with your favorite drink at the bar/lounge. Buffet breakfasts are served on weekdays from 6:30 AM to 10:00 AM and on weekends from 7:30 AM to 10:30 AM for a fee.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>The name on the credit card used at check-in to pay for incidentals must be the primary name on the guestroom reservation</li><li>This property accepts credit cards, debit cards, and cash</li><li>Safety features at this property include a fire extinguisher, a smoke detector, a security system, and a first aid kit</li><li>Please note that cultural norms and guest policies may differ by country and by property; the policies listed are provided by the property</li>  </ul></p><p>Special Instructions : Front desk staff will greet guests on arrival.</p>",49-241-5184199,Terrace Computer station Self parking (surcharge) elevator Snack bar/deli Smoke-free property Safe-deposit box at front desk Well-lit path to entrance Number of bars/lounges - 1 Free WiFi Breakfast available (surcharge) 24-hour front desk Multilingual staff Express check-in Luggage storage Parking (limited spaces) Wheelchair accessible  no,50.769122|6.095682,49-241-51840,52070,http://www.accorhotels.com/gb/hotel-1437-ibis-aachen-hauptbahnhof/index.shtml
DE,Germany,Aachen,Ibis Styles Hotel Aachen City,2.0,Julicher Str. 10 12 52070 Aachen ,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Carolus Thermen Bad Aachen - 0.6 km / 0.4 mi <br /> Ludwig Forum - 0.6 km / 0.4 mi <br /> Eurogress Aachen - 0.6 km / 0.4 mi <br /> Suermondt Ludwig Museum - 0.6 km / 0.4 mi <br /> St. Nikolaus Church - 0.7 km / 0.5 mi <br /> Couven Museum - 0.9 km / 0.6 mi <br /> Aachen Town Hall - 1 km / 0.6 mi <br /> Theater Aachen - 1 km / 0.6 mi <br /> International Newspaper Museum - 1.1 km / 0.7 mi <br /> Aachen Cathedral - 1.1 km / 0.7 mi <br /> RWTH Aachen University - 1.4 km / 0.9 mi <br /> Ponttor - 1.5 km / 0.9 mi <br /> Marschiertor - 1.6 km / 1 mi <br /> New Tivoli Stadium - 1.7 km / 1 mi <br /> CHIO Stadium - 2.5 km / 1.5 mi <br /> </p><p>The nearest airports are:<br />Cologne - Bonn Airport (CGN) - 81.7 km / 50.8 mi<br /> Maastricht (MST-Maastricht - Aachen) - 40.3 km / 25 mi<br /> Liege (LGG) - 72 km / 44.7 mi<br /> </p><p>The preferred airport for ibis Styles Hotel Aachen City is Cologne - Bonn Airport (CGN). </p>,"<p>HeadLine : Near Carolus Thermen Bad Aachen</p><p>Location : A stay at ibis Styles Hotel Aachen City places you in the heart of Aachen, within a 15-minute walk of Carolus Thermen Bad Aachen and Aachen Cathedral.  This hotel is 1.3 mi (2.1 km) from RWTH Aachen University and 1.5 mi (2.4 km) from CHIO Stadium.</p><p>Rooms : Make yourself at home in one of the 102 air-conditioned guestrooms. Complimentary wireless Internet access keeps you connected, and cable programming is available for your entertainment. Conveniences include desks and blackout drapes/curtains, as well as phones with free local calls.</p><p>Dining : Quench your thirst with your favorite drink at the bar/lounge. Buffet breakfasts are served on weekdays from 6:30 AM to 10:30 AM and on weekends from 6:30 AM to 11:00 AM for a fee.</p><p>Renovations : This property is closed from April 1 2020 to December 31 2020 (dates subject to change).</p><p>CheckIn Instructions : Extra-person charges may apply and vary depending on property policy Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed Please note that cultural norms and guest policies may differ by country and by property; the policies listed are provided by the property</p><p>Special Instructions : Front desk staff will greet guests on arrival.</p>",49-241-5106444,Safe-deposit box at front desk Terrace Bar/lounge Coffee/tea in common areas Wheelchair accessible  no elevator Breakfast available (surcharge) 24-hour front desk Parking (limited spaces) Television in common areas Dry cleaning/laundry service Free WiFi Wheelchair accessible parking Self parking (surcharge) Smoke-free property Multilingual staff Free newspapers in lobby,50.77848|6.096031,49-241-51060,52070,http://www.ibis.com/gb/hotel-1703-ibis-styles-hotel-aachen-city/index.shtml
DE,Germany,Aachen,Mercure Hotel Aachen am Dom,3.0,Peterstr. 1 52062 Aachen ,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Couven Museum - 0.3 km / 0.2 mi <br /> Theater Aachen - 0.4 km / 0.2 mi <br /> St. Nikolaus Church - 0.4 km / 0.2 mi <br /> Aachen Town Hall - 0.4 km / 0.2 mi <br /> Katschhof - 0.4 km / 0.3 mi <br /> Aachen Cathedral - 0.4 km / 0.3 mi <br /> Rathaus - 0.4 km / 0.3 mi <br /> Domschatzkammer - 0.5 km / 0.3 mi <br /> International Newspaper Museum - 0.5 km / 0.3 mi <br /> RWTH Aachen University - 0.6 km / 0.4 mi <br /> Suermondt Ludwig Museum - 0.8 km / 0.5 mi <br /> Eurogress Aachen - 0.9 km / 0.6 mi <br /> Marschiertor - 1.1 km / 0.7 mi <br /> Ponttor - 1.1 km / 0.7 mi <br /> Carolus Thermen Bad Aachen - 1.3 km / 0.8 mi <br /> </p><p>The nearest airports are:<br />Cologne - Bonn Airport (CGN) - 82.4 km / 51.2 mi<br /> Maastricht (MST-Maastricht - Aachen) - 39.9 km / 24.8 mi<br /> Liege (LGG) - 76.3 km / 47.4 mi<br /> </p><p>The preferred airport for Mercure Hotel Aachen am Dom is Cologne - Bonn Airport (CGN). </p>,"<p>HeadLine : In Aachen (Aachen-Mitte)</p><p>Location : A stay at Mercure Hotel Aachen am Dom places you in the heart of Aachen, within a 5-minute walk of Couven Museum and Theater Aachen.  This hotel is 0.8 mi (1.3 km) from Carolus Thermen Bad Aachen and 10.1 mi (16.3 km) from High Fens  Eifel Nature Park.</p><p>Rooms : Stay in one of 117 guestrooms featuring LCD televisions. Complimentary wireless Internet access keeps you connected, and satellite programming is available for your entertainment. Bathrooms have bathtubs or showers and hair dryers. Conveniences include phones, as well as safes and desks.</p><p>Dining : Take advantage of the hotel s room service. Buffet breakfasts are available daily from 6:30 AM to 10:30 AM for a fee.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>This property accepts credit cards, debit cards, and cash</li>  </ul></p><p>Special Instructions : Front desk staff will greet guests on arrival.</p>",49-241-1801100,elevator Accessible bathroom (in select rooms) Tours/ticket assistance Use of nearby fitness center (discount) Roll-in shower (in select rooms) Bicycle rentals nearby In-room accessibility (in select rooms) Smoke-free property Safe-deposit box at front desk Assistive listening devices available Free WiFi Breakfast available (surcharge) 24-hour front desk Multilingual staff Golf lessons available nearby No accessible shuttle Distance from property (ft) - 0 Luggage storage Elevator door width (centimeters) - 88 Vending machine Wheelchair accessible (may have limitations) Elevator door width (inches) - 34,50.77535|6.088301,49-241-18010,52062,http://www.accorhotels.com/gb/hotel-5326-mercure-hotel-aachen-am-dom/index.shtml
DE,Germany,Aachen,Hotel Zum Kanzler,3.0,Markt 8 06536 StolbergHarz ,,"This charming, 400-year-old timber framed hotel offers central, comfortable accommodation in the historical town of Stolberg in the southern Harz Mountains, Saxony-Anhalt.

The Hotel Zum Kanzler lies on the picturesque market place, opposite the town hall. Guests can choose between rooms with views over the market place or of the nearby forest.

A wide and varied buffet breakfast is provided, free of charge, in the mornings in the traditional-style restaurant.

You can enjoy delicious regional cuisine here in the evenings, with ingredients supplied by the in-house butchers.

Round off the evening, in fine weather, with a drink outside on the market place terrace. Pets are allowed upon request for a surcharge of EUR 5 per pet per night.",+4934654315,Key access Smoke alarms Fire extinguishers bicycle rental Bike tours Themed dinner nights Tour or class about local culture Live music/performance Parking Restaurant Pets allowed Room service meeting/banquet facilities Non-smoking rooms Fishing Skiing Family rooms breakfast in the room Free parking internet services lift Massage Hiking Packed lunches Cycling Tour desk Heating Fax/photocopying Horse riding wifi Allergy-free room Free WiFi Non-smoking throughout shuttle service (additional charge) Special diet menus (on request) minimarket on site Daily housekeeping parking on site wifi available in all areas board games/puzzles Kid meals secured parking Wine/champagne Beauty Services Facial treatments Manicure Pedicure Shuttle service temporary art galleries Stand-up comedy Walking tours,51.57323|10.95462,+4934654205,06536,https://www.booking.com/hotel/de/zum-kanzler.html
DE,Germany,Aachen,Aquis Grana City Hotel,4.0,Buechel 32 Buchkremerstrasse Buchkremerstraße52062 Aachen ,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Couven Museum - 0.1 km / 0.1 mi <br /> Aachen Town Hall - 0.2 km / 0.1 mi <br /> Katschhof - 0.2 km / 0.1 mi <br /> Rathaus - 0.2 km / 0.2 mi <br /> St. Nikolaus Church - 0.2 km / 0.2 mi <br /> Domschatzkammer - 0.3 km / 0.2 mi <br /> International Newspaper Museum - 0.3 km / 0.2 mi <br /> Aachen Cathedral - 0.3 km / 0.2 mi <br /> RWTH Aachen University - 0.4 km / 0.3 mi <br /> Theater Aachen - 0.5 km / 0.3 mi <br /> Suermondt Ludwig Museum - 0.9 km / 0.6 mi <br /> Ponttor - 0.9 km / 0.6 mi <br /> Eurogress Aachen - 1 km / 0.6 mi <br /> Marschiertor - 1 km / 0.6 mi <br /> Ludwig Forum - 1.4 km / 0.9 mi <br /> </p><p>The nearest airports are:<br />Cologne - Bonn Airport (CGN) - 82.9 km / 51.5 mi<br /> Maastricht (MST-Maastricht - Aachen) - 39.8 km / 24.8 mi<br /> Liege (LGG) - 76.5 km / 47.5 mi<br /> </p><p>The preferred airport for Aquis Grana City Hotel is Cologne - Bonn Airport (CGN). </p>,"<p>HeadLine : In Aachen (Aachen-Mitte)</p><p>Location : A stay at Aquis Grana City Hotel places you in the heart of Aachen, steps from Couven Museum and Aachen Town Hall.  This 4-star hotel is 1.1 mi (1.8 km) from Carolus Thermen Bad Aachen and 10.4 mi (16.8 km) from High Fens  Eifel Nature Park.</p><p>Rooms : Stay in one of 98 guestrooms featuring flat-screen televisions. Complimentary wired and wireless Internet access keeps you connected, and satellite programming provides entertainment. Private bathrooms with showers feature complimentary toiletries and hair dryers. Conveniences include safes and desks, and housekeeping is provided daily.</p><p>Dining : Take advantage of the hotel s room service (during limited hours). Wrap up your day with a drink at the bar/lounge. A complimentary buffet breakfast is served daily from 6:30 AM to 10:30 AM.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>Guests must contact this property in advance to reserve cribs/infant beds and rollaway/extra beds</li><li>This property accepts credit cards, debit cards, and cash</li><li>Safety features at this property include a fire extinguisher, a smoke detector, and a first aid kit</li>  </ul></p><p>Special Instructions : Front desk staff will greet guests on arrival.</p>",49-241-443137,Dry cleaning/laundry service Newspapers in lobby (surcharge) Wheelchair accessible  no Luggage storage Free breakfast Number of meeting rooms - 1 24-hour front desk Free WiFi Number of bars/lounges - 1 Daily Bicycle tour information Safe-deposit box at front desk Smoke-free property In-room accessibility (in select rooms) Laundry facilities elevator Self parking (surcharge) Free Buffet Breakfast Concierge services,50.77564|6.08648,49-241-443135,52062,http://www.hotel-aquis-grana.de/index.php/en/
DE,Germany,Aachen,Best Western Hotel de Ville,4.0,Dürener Strasse 7 52249 EschweilerNordrhein-Westfalen ,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Golf Club Haus Kambach - 4 km / 2.5 mi <br /> Badestelle - 4.1 km / 2.6 mi <br /> North Eifel Nature Park - 8.2 km / 5.1 mi <br /> Stolberg Castle - 8.6 km / 5.4 mi <br /> RWTH Aachen University - 13.7 km / 8.5 mi <br /> Ludwig Forum - 14.1 km / 8.7 mi <br /> Aachener Soers Equitation Stadium - 14.4 km / 8.9 mi <br /> New Tivoli Stadium - 14.4 km / 9 mi <br /> Carolus Thermen Bad Aachen - 14.7 km / 9.1 mi <br /> CHIO Stadium - 14.7 km / 9.2 mi <br /> Eurogress Aachen - 15.1 km / 9.4 mi <br /> Suermondt Ludwig Museum - 15.1 km / 9.4 mi <br /> Katschhof - 15.4 km / 9.6 mi <br /> Couven Museum - 15.5 km / 9.6 mi <br /> Aachen Town Hall - 15.5 km / 9.7 mi <br /> </p><p>The nearest airports are:<br />Duesseldorf International Airport (DUS) - 84.2 km / 52.3 mi<br /> Maastricht (MST-Maastricht - Aachen) - 50.4 km / 31.3 mi<br /> </p><p>The preferred airport for Best Western Hotel De Ville is Duesseldorf International Airport (DUS). </p>,"<p>HeadLine : Near Badestelle</p><p>Location : With a stay at Best Western Hotel De Ville, you ll be centrally located in Eschweiler, within a 10-minute drive of Badestelle and Golf Club Haus Kambach.  This 4-star hotel is 18.2 mi (29.3 km) from High Fens  Eifel Nature Park and 18.8 mi (30.2 km) from Mondo Verde.</p><p>Rooms : Make yourself at home in one of the 66 guestrooms. Complimentary wireless Internet access keeps you connected, and satellite programming is available for your entertainment. Bathrooms have bathtubs or showers and hair dryers. Conveniences include phones, as well as desks and coffee/tea makers.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>This property accepts credit cards and cash</li><li>Safety features at this property include a smoke detector</li>  </ul></p><p>Special Instructions : Front desk staff will greet guests on arrival.</p>",49-240-3861150,Multilingual staff Business center 24-hour front desk Bowling alley on site Safe-deposit box at front desk Designated smoking areas (fines apply) Laundry facilities elevator Conference space Self parking (surcharge) Computer station Terrace Wheelchair accessible path of travel Conference space size (feet) - 1722 Dry cleaning/laundry service Food and water bowls Outdoor furniture Number of meeting rooms - 1 Conference space size (meters) - 160 Free WiFi Golfing on site Designated smoking areas Horse riding/rental on site In-room accessibility (in select rooms) Internet access in public areas - high speed Wheelchair accessible parking Free newspapers in lobby Tours/ticket assistance Fishing on site Miniature golf on site Luggage storage,50.82103|6.2688,49-2403-861-0,52249,http://www.deville.bestwestern.de
DE,Germany,Achslach,Paulas Bauernhof,5.0,Lindenau 96 94250 Achslach ,,"This farm stay accommodation is located in the village of Achslach, surrounded by beautiful Bavarian Forest countryside. Paulas Bauernhof offers apartments with a balcony or terrace.

All apartments at Paula Bauernhof come with a fully equipped kitchen with a dishwasher and a microwave.

Guests are welcome to visit the stables and get to know the farm animals. Younger guests will also enjoy the childrens playground.

The Hirschenstein Mountain is 100 metres away, and the surrounding countryside is ideal for cycling and horse riding. Rental bikes are available, and the Kalteck and Geißkopf ski lifts are 4 km away.

On-site parking is free, and Gotteszell? Train Station is 7 km away. Nearby leisure attractions include the Erlebnishof Alte Mühle visitors mill (8 km) and the Kart-O-Mania carting track (9 km). Please inform Paulas Bauernhof in advance of your expected arrival time. You can use the Special Requests box when booking, or contact the property directly with the contact details provided in your confirmation.",,Free self parking Pets allowed Garden Terrace Skiing Family rooms Internet access Massage Children s playground Table tennis Hiking BBQ facilities Cycling Heating Horse riding Free WiFi Ski school Terrace Vending machine - Snacks & Drink Parking onsite WiFi (surcharge),48.96524|12.91838,+4999293896,94250,https://www.booking.com/hotel/de/paulas-bauernhof.html
DE,Germany,Aerzen,Schlosshotel Münchhausen,5.0,Schwöbber 9 31855 Aerzen ,,"This 5-star superior hotel occupies a restored 16th century palace in the Weserbergland Schaumburg-Hameln Nature Park. It is surrounded by its own park which includes a lake and an 18-hole golf course. Free WiFi is provided in nearly all areas.

In the individually decorated rooms, amenities include antique furniture, satellite TV and a private bathroom with hairdryer and shower products.

This hotel offers an extended spa and wellness area including sauna, steam bath, ice fountain, indoor pool and an experience shower. Relaxation rooms and a terrace are also available.

National specialities are served in the Schlosskeller. The historic Renaissance-Räumen offers French cuisine. A large breakfast buffet is prepared each morning at the Schlosshotel Münchhausen.

The wooded surrounding region is ideal for hiking and cycling. Day-trip recommendations include the town of Hameln, famous for its story of the Pied Piper, which lies only 10 kilometres away. Due to Coronavirus (COVID-19), this property is taking steps to help protect the safety of guests and staff. Certain services and amenities may be reduced or unavailable as a result.
Due to the popularity of the restaurants, advance reservations are recommended.

1 child up to 5 years of age will not be charged for breakfast.",+4951547060130,wifi Allergy-free room Indoor pool Free WiFi Air conditioning designated smoking area Sun terrace concierge service Private check-in/check-out shuttle service (additional charge) Trouser press parking on site wifi available in all areas electric vehicle charging station Swimming pool Shuttle service Swimming pool use of cleaning chemicals that are effective against coronavirus linens  towels and laundry washed in accordance with local authority guidelines guest accommodation is disinfected between stays physical distancing in dining areas food can be delivered to guest accommodation staff follow all safety protocols as directed by local authorities shared stationery such as printed menus  magazines  pens  and paper removed hand sanitizer in guest accommodation and key areas first aid kit available contactless check-in/check-out cashless payment available physical distancing rules followed screens or physical barriers placed between staff and guests in appropriate areas all plates  cutlery  glasses and other tableware have been sanitized guests have the option to cancel any cleaning services for their accommodation during their stay Parking face masks for guests available Restaurant Room service meeting/banquet facilities Bar 24-hour front desk Sauna Golf course (within 3 km) Garden Terrace Non-smoking rooms Business centre babysitting/child services Laundry Family rooms breakfast in the room Ironing service Free parking internet services lift express check-in/check-out Safety Deposit Box Valet parking Currency exchange Spa and wellness centre Massage Hiking Chapel/shrine Packed lunches Car hire Cycling hammam Heating Fax/photocopying Luggage storage,52.06927|9.25134,+49515470600,31855,https://www.booking.com/hotel/de/schlosshotel-munchhausen.html
