code,icao,name,city_code,country,city,state,county
SRC,,Searcy,SRC,US,Searcy,Arkansas,White County
SRD,SLRA,San Ramon,SRD,BO,San Ramon,El Beni,
SRE,SLAL,Juana Azurduy de Padilla International Airport,SRE,BO,Sucre,Chuquisaca,
SRF,,Hamilton Field,SRF,US,Santa Venetia,California,Marin County
SRG,WAHS,Achmad Yani International Airport,SRG,ID,Semarang,Central Java,
SRH,FTTA,Sarh,SRH,TD,Sagh,Moyen-Chari,
SRI,,Temindung Airport,SRI,ID,Samarinda,East Kalimantan,
SRJ,SLSB,Capitan G Q Guardia,SRJ,BO,San Borja,El Beni,
SRL,,Santa Rosalia,SRL,MX,Santa Rosalia,Baja California Sur,
SRM,,Sandringham,SRM,AU,,,
SRN,YSRN,Strahan,SRN,AU,,,
SRO,,Santana Ramos,SRO,CO,Cabo San Lucas,Baja California Sur,
SRP,ENSO,Stord Airport,SRP,NO,Sagvag,Hordaland,Stord
SRQ,KSRQ,Sarasota Bradenton International Airport,SRQ,US,Whitfield,Florida,Manatee County
SRR,YDUN,Dunwich,SRR,AU,,,
SRS,SKSR,Cartagena,SRS,CO,San Marcos,Sucre,
SRT,HUSO,Soroti,SRT,UG,Soroti,Eastern Region,Soroti District
SRU,,Skypark,SRU,US,Santa Cruz,California,Santa Cruz County
SRV,SRV,Stony River,SRV,US,,,
SRW,KRUQ,Rowan County,SRW,US,Salisbury,North Carolina,Rowan County
SRX,HLGD,Sert,SRX,LY,Qasr Abu Hadi,Surt,
SRY,OINZ,Dashte Naz Airport,SRY,IR,Surak,Mazandaran,
SRZ,SLET,El Trompillo,SRZ,BO,Santa Cruz de la Sierra,Santa Cruz,
SSA,SBSV,Deputado Luis Eduardo Magalhaes International Airport,SSA,BR,Lauro de Freitas,Bahia,Lauro De Freitas
SSB,VI32,SPB,STX,VI,,,
SSC,KSSC,Shaw AFB,SSC,US,,,
SSD,SCSF,San Felipe,SSD,CO,San Carlos de Rio Negro,Amazonas,Municipio Autonomo Rio Negro
SSE,VASL,Sholapur,SSE,IN,Solapur,Maharashtra,Solapur
SSF,KSSF,Stinson Municipal Airport,SAT,US,San Antonio,Texas,Bexar County
SSG,FGSL,Malabo Airport,SSG,GQ,Malabo,Bioko Norte,
SSH,HESH,Sharm El Sheikh Airport,SSH,EG,Sharm el-Sheikh,South Sinai,
SSI,KSSI,Malcolm Mckinnon,SSI,US,Brunswick,Georgia,Glynn County
SSJ,ENST,Stokka Airport,SSJ,NO,Solfjellsjoen,Nordland,Donna
SSK,,Sturt Creek,SSK,AU,,,
SSL,SKSL,Santa Rosalia,SSL,CO,Miraflores,Guaviare,
SSM,KANJ,Sault Ste Marie Municipal Airport,SSM,CA,Sault Ste Marie,Michigan,Chippewa County
SSN,RKSM,Seoul AB,SEL,KR,Seongnam-si,Gyeonggi-do,
SSO,SNLO,Sao Lourenco,SSO,BR,Sao Lourenco,Minas Gerais,Sao Lourenco
SSP,YSVP,Silver Plains,SSP,AU,,,
SSQ,CSR8,La Sarre,SSQ,CA,La Sarre,Quebec,Abitibi-Temiscamingue
SSR,NVSH,Sara,SSR,VU,,,
SSS,,Siassi,SSS,PG,,,
SST,SAZL,Santa Teresita,SST,AR,Arroyo Seco,Santa Fe,
SSU,,Greenbrier,SSU,US,White Sulphur Springs,West Virginia,Greenbrier County
SSV,,Siasi,SSV,PH,Manubul,Autonomous Region in Muslim Mindanao,Province of Sulu
SSW,7WA5,Stuart Island,SSW,US,,,
SSX,FASP,Samsun Samair Airport,SSX,TR,Samsun,Samsun,
SSY,FNBC,M'banza Congo,SSY,AO,Mbanza Congo,Zaire,
SSZ,SBST,Santos,SSZ,BR,Sao Vicente,Sao Paulo,Sao Vicente
STA,EKVJ,Stauning Vestjyllands Airport,STA,DK,Ringkobing,Central Jutland,Ringkobing-Skjern Kommune
STB,SVSZ,L Delicias,STB,VE,San Carlos del Zulia,Zulia,Municipio Colon
STC,KSTC,Saint Cloud Regional,STC,US,Saint Cloud,Minnesota,Stearns County
STD,SVSO,Mayo Guerrero,STD,VE,San Rafael del Pinal,Tachira,Municipio Fernandez Feo
STE,KSTE,Stevens Point,STE,US,Stevens Point,Wisconsin,Portage County
STF,YSTI,Stephen Island,STF,AU,,,
STG,PAPB,St. George Island Airport,STG,US,Dutch Harbor,Alaska,Aleutians West Census Area
STH,YSMR,Strathmore,STH,AU,,,
STI,MDST,Cibao International Airport,STI,DO,Licey al Medio,Santiago,
STJ,KSTJ,Rosecrans Memorial,STJ,US,Savannah,Missouri,Andrew County
STK,KSTK,Crosson Field,STK,US,Sterling,Colorado,Logan County
STL,KSTL,Lambert-St. Louis International Airport,STL,US,Woodson Terrace,Missouri,Saint Louis County
STM,SBSN,Santarem-Maestro Wilson Fonseca Airport,STM,BR,Santarem,Para,Santarem
STN,EGSS,Stansted Airport,LON,GB,Takeley,England,Essex
STP,KSTP,St. Paul Downtown Airport,MSP,US,Saint Paul,Minnesota,Ramsey County
STQ,KOYM,St Marys,STQ,US,Saint Marys,Pennsylvania,Elk County
STR,EDDS,Stuttgart Airport,STR,DE,Leinfelden-Echterdingen,Baden-Wuerttemberg,Regierungsbezirk Stuttgart
STS,KSTS,Sonoma County Airport,STS,US,Windsor,California,Sonoma County
STT,TIST,Cyril E. King Airport,STT,VI,Charlotte Amalie,Saint Thomas Island,
STU,,Santa Cruz,STU,BZ,Corozal,Corozal,
STV,VASU,Surat Gujarat Airport,STV,IN,Surat,Gujarat,Surat
STW,URMT,Stavropol Airport,STW,RU,Moskovskoye,Stavropol'skiy,
STX,TISX,Henry E. Rohlsen Airport,STX,VI,Saint Croix,Saint Croix Island,
STY,SUSO,Salto,STY,UY,Concordia,Entre Rios,
STZ,SWST,Confresa,STZ,BR,,,
SUA,KSUA,Witham Field,SUA,US,Stuart,Florida,Martin County
SUB,WARR,Juanda International Airport,SUB,ID,Semampirbarat,East Java,
SUC,,Schloredt,SUC,US,Sundance,Wyoming,Crook County
SUD,KSUD,Stroud,SUD,US,Stroud,Oklahoma,Lincoln County
SUE,KSUE,Door County,SUE,US,Sturgeon Bay,Wisconsin,Door County
SUF,LICA,Lamezia Terme International Airport,SUF,IT,Santa Eufemia Lamezia,Calabria,Provincia di Catanzaro
SUG,RPMS,Surigao Airport,SUG,PH,Mati,Caraga,Province of Surigao del Norte
SUH,,Sur,SUH,OM,Sur,Ash Sharqiyah,
SUI,UGSS,Babusheri,SUI,GE,Dranda,Abkhazia,
SUJ,LRSM,Satu Mare International Airport,SUJ,RO,Madaras,Satu Mare,Oras Ardud
SUK,UEBS,Sakkyryr Airport,SUK,RU,Tonghae,Gangwon-do,
SUL,OPSU,Sui,SUL,PK,Dera Bugti,Balochistan,
SUM,KSMS,Sumter Municipal Airport,SSC,US,East Sumter,South Carolina,Sumter County
SUN,KSUN,Friedman Memorial Airport,SUN,US,Hailey,Idaho,Blaine County
SUO,S21,Sun River,SUO,US,Sunriver,Oregon,Deschutes County
SUP,WART,Trunojoyo,SUP,ID,Sumurasin,East Java,
SUQ,SESC,Sucua,SUQ,EC,Sucua,Morona-Santiago,
SUR,CJV7,Summer Beaver,SUR,CA,,,
SUS,KSUS,Spirit of St. Louis Airport,STL,US,Hazelwood,Missouri,Saint Louis County
SUT,HTSU,Sumbawanga,SUT,TZ,Sumbawanga,Rukwa,
SUU,KSUU,Travis AFB,SUU,US,Vacaville,California,Solano County
SUV,NFNA,Nausori Airport,SUV,FJ,Suva,Central,
SUW,KSUW,Richard I Bong Airport,SUW,US,Superior,Wisconsin,Douglas County
SUX,KSUX,Sioux Gateway Airport,SUX,US,Sergeant Bluff,Iowa,Woodbury County
SUY,UENS,Suntar,SUY,RU,Suntar,Sakha,
SUZ,,Suria,SUZ,PG,,,
SVA,PASA,Savoonga Airport,SVA,US,Lavrentiya,Chukotskiy Avtonomnyy Okrug,
SVB,FMNS,Sambava,SVB,MG,,,
SVC,KSVC,Grant County Airport,SVC,US,Hurley,New Mexico,Grant County
SVD,TVSV,Argyle International Airport,SVD,VC,Kingstown,Saint George,
SVE,KSVE,Susanville,SVE,US,Susanville,California,Lassen County
SVF,DBBS,Save,SVF,BJ,Save,Collines,
SVG,ENZV,Stavanger Airport Sola,SVG,NO,Sola,Rogaland,Sola
SVH,KSVH,Statesville Municipal,SVH,US,Statesville,North Carolina,Iredell County
SVI,SKSV,San Vicente,SVI,CO,Puerto Rico,Caqueta,
SVJ,ENSH,Helle Airport,SVJ,NO,Svolvaer,Nordland,Vagan
SVK,MZKT,Silver Creek,SVK,BZ,Placencia,Stann Creek,
SVL,EFSA,Savonlinna Airport,SVL,FI,Savonlinna,Southern Savonia,Savonlinna
SVM,,St Pauls,SVM,AU,,,
SVN,KSVN,Hunter AAF,SAV,US,Savannah,Georgia,Chatham County
SVO,UUEE,Sheremetyevo International Airport,MOW,RU,Khimki,Moscow,
SVP,FNKU,Kuito (Silva Porto),SVP,AO,Cuito,Bie,
SVQ,LEZL,Seville Airport,SVQ,ES,,,
SVS,SVS,Stevens Village,SVS,US,,,
SVT,FBSV,Savuti,SVT,BW,Katima Mulilo,Zambezi,
SVU,NFNS,Savusavu Airport,SVU,FJ,,,
SVV,,San Salvador De,SVV,VE,,,
SVW,PASV,Sparrevohn AFS,SVW,US,,,
SVX,USSS,Koltsovo International Airport,SVX,RU,Istok,Sverdlovsk,
SVY,,Savo,SVY,SB,,,
SVZ,SVSA,San Antonio,SVZ,VE,San Antonio del Tachira,Tachira,Municipio Bolivar
SWA,ZGOW,Jieyang Chaoshan Airport,SWA,CN,,,
SWB,,Shaw River,SWB,AU,,,
SWC,YSWL,Stawell,SWC,AU,Stawell,Victoria,Northern Grampians
SWD,PAWD,Seward,SWD,US,Bear Creek,Alaska,Kenai Peninsula Borough
SWE,AYEW,Siwea,SWE,PG,,,
SWF,KSWF,Stewart International Airport,SWF,US,Orange Lake,New York,Orange County
SWG,AYSW,Satwag,SWG,PG,,,
SWH,YSWH,Swan Hill,SWH,AU,Swan Hill,Victoria,Swan Hill
SWJ,NVSX,South West Bay,SWJ,VU,,,
SWL,RPSV,Spanish Wells,SWL,BS,Spanish Wells,Spanish Wells,
SWM,,Suia-Missu,SWM,BR,Sinop,Mato Grosso,Sinop
SWN,OPSW,Sahiwal,SWN,PK,Sahiwal,Punjab,Sahiwal District
SWO,KSWO,Searcy Field,SWO,US,Stillwater,Oklahoma,Payne County
SWP,FYSM,Swakopmund,SWP,NA,,,
SWQ,WADS,Sultan Muhammad Kaharuddin III Airport,SWQ,ID,Karangbugis,West Nusa Tenggara,
SWR,AYZI,Silur,SWR,PG,,,
SWS,EGFH,Swansea Airport,SWS,GB,Fairwood Common,Wales,City and County of Swansea
SWT,UNSS,Strezhevoy Airport,SWT,RU,Izluchinsk,Khanty-Mansiyskiy Avtonomnyy Okrug,
SWU,RKSW,Suwon,SWU,KR,Suwon-si,Gyeonggi-do,
SWV,UHMW,Severo-Evensk Airport,SWV,RU,Evensk,Magadan,
SWW,KSWW,Sweetwater,SWW,US,Sweetwater,Texas,Nolan County
SWX,FBSW,Shakawe,SWX,BW,Shakawe,North West,
SWY,WMBA,Sitiawan,SWY,MY,Lumut,Perak,
SXA,AYQS,Sialum,SXA,PG,Finschhafen,Morobe,
SXB,LFST,Strasbourg Airport,SXB,FR,,,
SXC,,Avalo Vor/WP,AVX,US,,,
SXE,YWSL,Sale,SXE,AU,Sale,Victoria,Wellington
SXF,,Schonefeld Airport,BER,DE,Schonefeld,Brandenburg,
SXG,FLSN,Senanga,SXG,ZM,Senanga,Western,
SXH,AYSL,Sehulea,SXH,PG,,,
SXI,OIBS,Sirri Island,SXI,IR,Abu Musa,Hormozgan,
SXJ,ZWSS,Shanshan,SXJ,CN,Shanshan,Xinjiang Uygur Zizhiqu,
SXK,WAPI,Saumlaki Olilit Airport,SXK,ID,Tual,Maluku,
SXL,EISG,Sligo,SXL,IE,,,
SXM,TNCM,Princess Juliana International Airport,SXM,SX,Marigot,,
SXN,FBSN,Suapan,SXN,BW,Dukwe,North East,
SXO,SWFX,Sao Felix Do Araguaia,SXO,BR,Gurupi,Tocantins,Gurupi
SXP,,Sheldon Sea Plane Base,SXP,US,,,
SXQ,PASX,Soldotna,SXQ,US,Soldotna,Alaska,Kenai Peninsula Borough
SXR,VISR,Srinagar International Airport,SXR,IN,Soyibug,Kashmir,Baramula
SXS,WBKH,Sahabat 16,SXS,MY,Larap,Autonomous Region in Muslim Mindanao,Province of Tawi-Tawi
SXT,WMAN,Taman Negara,SXT,MY,Kuala Lipis,Pahang,
SXU,HASD,Soddu,SXU,ET,Boditi,"Southern Nations, Nationalities, and People's Region",
SXV,VOSM,Salem,SXV,IN,Salem,Tamil Nadu,Salem
SXW,AYSV,Sauren,SXW,PG,,,
SXX,SNFX,Sao Felix Do Xingu,SXX,BR,Sao Felix do Xingu,Para,Sao Felix Do Xingu
SXY,N23,Sidney,SXY,US,Sidney,New York,Delaware County
SXZ,LTCL,Siirt Airport,SXZ,TR,Civankan,Siirt,
SYA,PASY,Shemya AFB,SYA,US,Tilichiki,Kamtsjatka,
SYB,,Seal Bay,SYB,US,,,
SYC,SPSY,Shiringayoc,SYC,PE,San Lorenzo,Madre de Dios,Provincia de Tahuamanu
SYD,YSSY,Sydney (Kingsford Smith) Airport,SYD,AU,,,
SYE,OYSH,Sadah,SYE,YE,Saqayn,Sa'dah,Saqayn
SYF,,Silva Bay,SYF,CA,,,
SYH,VNSB,Syangboche,SYH,NP,Namche Bazar,Eastern Region,Sagarmatha Zone
SYI,KSYI,Bomar Field,SYI,US,Shelbyville,Tennessee,Bedford County
SYJ,OIKY,Sirjan,SYJ,IR,Sirjan,Kerman,
SYK,BIST,Stykkisholmur,SYK,IS,Stykkisholmur,West,
SYL,,Roberts AAF,SYL,US,San Miguel,California,San Luis Obispo County
SYM,ZPSM,Pu'er Simao Airport,SYM,CN,Simao,Yunnan,
SYN,KSYN,Carleton,SYN,US,Stanton,Texas,Martin County
SYO,RJSY,Shonai Airport,SYO,JP,Tsuruoka,Yamagata,
SYP,MPSA,Santiago,SYP,PA,Santiago de Veraguas,Veraguas,
SYQ,MRPV,Tobias Bolaños International,SYQ,CR,San Rafael,San Jose,
SYR,KSYR,Hancock International Airport,SYR,US,North Syracuse,New York,Onondaga County
SYS,UERS,Saskylakh Airport,SYS,RU,,,
SYT,LFLN,Charolais Bourgogne S.,SYT,FR,Saint-Yan,Bourgogne,Departement de Saone-et-Loire
SYU,YWBS,Warraber Island,SYU,AU,,,
SYV,KSYV,Sylvester,SYV,US,Sylvester,Georgia,Worth County
SYW,OPSN,Sehwen Sharif,SYW,PK,Sehwan,Sindh,
SYX,ZJSY,Sanya Phoenix International Airport,SYX,CN,,,
SYY,EGPO,Stornoway Airport,SYY,GB,Stornoway,Scotland,Eilean Siar
SYZ,OISS,Shiraz International Airport,SYZ,IR,Shiraz,Fars,
SZA,FNSO,Soyo Airport,SZA,AO,Soio,Zaire,
SZB,WMSA,Sultan Abdul Aziz Shah Airport,KUL,MY,Kampung Baru Subang,Selangor,
SZC,,Guanacaste,SZC,CR,,,
SZE,HASM,Semera Airport,SZE,ET,Dubti,Afar,
SZF,LTFH,Samsun-Carsamba Airport,SZF,TR,Dikbiyik,Samsun,
SZG,LOWS,W. A. Mozart Salzburg Airport,SZG,AT,,,
SZH,,Senipah,SZH,ID,Samboja,East Kalimantan,
SZI,UASZ,Zaisan,SZI,KZ,Zaysan,East Kazakhstan,
SZJ,MUSN,Siguanea,SZJ,CU,Nueva Gerona,Isla de la Juventud,
SZK,FASZ,Skukuza Airport,SZK,ZA,,,
SZL,KSZL,Whiteman AFB,SZL,US,Warrensburg,Missouri,Johnson County
SZM,FYSS,Sesriem,SZM,NA,Maltahohe,Hardap,
SZN,KSZN,Santa Cruz Island,SBA,US,Isla Vista,California,Santa Barbara County
SZP,KSZP,Oxnard,SZP,US,Santa Paula,California,Ventura County
SZQ,,Saenz Pena,SZQ,AR,Caseros,Buenos Aires,
SZR,LBSZ,Stara Zagora,SZR,BG,Stara Zagora,Stara Zagora,Obshtina Stara Zagora
SZS,NZRC,Stewart Island,SZS,NZ,Bluff,Southland,Invercargill City
SZT,,San Cristobal Airport,SZT,MX,Mitziton,Chiapas,San Cristobal De Casas
SZU,,Segou,SZU,ML,Segou,Segou,
SZV,ZSSZ,Suzhou,SZV,CN,Shuangta,Jiangsu Sheng,
SZW,EDOP,Parchim Airport,SZW,DE,Domsuhl,Mecklenburg-Vorpommern,
SZX,ZGSZ,Shenzhen Bao'an International Airport,SZX,CN,Fuyong,Guangdong,
SZY,EPSY,Olsztyn-Mazury Airport,SZY,PL,Michalow-Reginow,Masovian Voivodeship,Powiat legionowski
SZZ,EPSC,Goleniow Airport,SZZ,PL,Goleniow,West Pomeranian Voivodeship,Powiat goleniowski
TAA,,Tarapaina,TAA,SB,Taro'a,Choiseul,
TAB,TTCP,A.N.R. Robinson International Airport,TAB,TT,Scarborough,Tobago,
TAC,RPVA,D. Z. Romualdez Airport,TAC,PH,Panalanoy,Eastern Visayas,Province of Leyte
TAD,KTAD,Las Animas,TAD,US,Trinidad,Colorado,Las Animas County
TAE,RKTN,Daegu International Airport,TAE,KR,Daegu,Daegu,
TAF,DAOL,Tafaraoui,ORN,DZ,Es Senia,Oran,
TAG,RPVT,Bohol-Panglao,TAG,PH,Tagbilaran City,Central Visayas,Province of Bohol
TAH,NVVW,Tanna Airport,TAH,VU,Isangel,Tafea,
TAI,OYTZ,Al Janad,TAI,YE,Dhi as Sufal,Ibb,Dhi as Sufal
TAJ,AYTJ,Tadji,ATP,PG,,,
TAK,RJOT,Takamatsu Airport,TAK,JP,Takamatsu-shi,Kagawa,
TAL,PATA,Ralph Calhoun,TAL,US,,,
TAM,MMTM,Tampico International Airport,TAM,MX,Tampico,Tamaulipas,
TAN,YTGA,Tangalooma,TAN,AU,Woorim,Queensland,Moreton Bay
TAO,ZSQD,Qingdao Liuting International Airport,TAO,CN,,,
TAP,MMTP,Tapachula International Airport,TAP,MX,Tapachula,Chiapas,
TAQ,YTAR,Tarcoola,TAQ,AU,Coober Pedy,South Australia,Coober Pedy
TAR,LIBG,M. A. Grottag,TAR,IT,Monteiasi,Apulia,Provincia di Taranto
TAS,UTTT,Yuzhny Airport,TAS,UZ,Tashkent,Toshkent Shahri,
TAT,LZTT,Poprad/Tatry Airport,TAT,SK,Svit,Presovsky,Okres Poprad
TAU,SKTA,Tauramena,TAU,CO,Tauramena,Casanare,
TAV,,Tau Island Airport,TAV,AS,Ta`u,Manu'a,
TAW,SUTB,Tacuarembo,TAW,UY,Tacuarembo,Tacuarembo,
TAX,WAPT,Taliabu,TAX,ID,Bobong,Maluku Utara,
TAY,EETU,Tartu Airport,TAY,EE,Ulenurme,Tartu,UElenurme vald
TAZ,UTAT,Dashoguz,TAZ,TM,Dasoguz,Dasoguz,
TBA,,Tabibuga,TBA,PG,,,
TBB,VVTH,Tuy Hoa Airport,TBB,VN,Tuy Hoa,Phu Yen,
TBC,,Tuba City,TBC,US,Tuba City,Arizona,Coconino County
TBD,,Timbiqui,TBD,CO,Timbiqui,Cauca,
TBE,AYTV,Timbunke,TBE,PG,Angoram,East Sepik,
TBF,NGTE,Tabiteuea North,TBF,KI,,,
TBG,AYTB,Tabubil Airport,TBG,PG,,,
TBH,RPVU,Romblon,TBH,PH,Tugdan,Mimaropa,Province of Romblon
TBI,MYCB,New Bright,TBI,BS,Arthur's Town,Cat Island,
TBJ,DTKA,Tabarka,TBJ,TN,Tabarka,Jundubah,
TBK,YTBR,Timber Creek,TBK,AU,,,
TBL,YTAB,Tableland,TBL,AU,,,
TBM,WAOW,Tumbang Samba,TBM,ID,Halimaung Jaya (F-3),Central Kalimantan,Kabupaten Seruyan
TBN,KTBN,Forney AAF,TBN,US,Fort Leonard Wood,Missouri,Pulaski County
TBO,HTTB,Tabora Airport,TBO,TZ,Tabora,Tabora,
TBP,SPME,Capitan FAP Pedro Canga Rodriguez Airport,TBP,PE,Tumbes,Tumbes,Provincia de Tumbes
TBQ,AYTR,Tarabo,TBQ,PG,,,
TBR,KTBR,Statesboro-Bulloch County Airport,TBR,US,Statesboro,Georgia,Bulloch County
TBS,UGTB,Tbilisi International Airport,TBS,GE,Didi Lilo,,
TBT,SBTT,Tabatinga International Airport,TBT,BR,Tabatinga,Amazonas,Tabatinga
TBU,NFTF,Fua'amotu International Airport,TBU,TO,Vaini,Tongatapu,
TBV,,Tabal,TBV,MH,Ailuk,Ailuk Atoll,
TBW,UUOT,Tambov Donskoye Airport,TBW,RU,Tambov,Tambov,
TBX,,Tambelan Airport,TBX,ID,Pulo Batal,Aceh,
TBY,FBTS,Tsabong,TBY,BW,Tshabong,Kgalagadi,
TBZ,OITT,Tabriz Airport,TBZ,IR,Tabriz,East Azerbaijan,
TCA,YTNK,Tennant Creek,TCA,AU,Tennant Creek,Northern Territory,Barkly
TCB,MYAT,Treasure Cay Airport,TCB,BS,Cooper's Town,North Abaco,
TCC,KTCC,Tucumcari,TCC,US,Tucumcari,New Mexico,Quay County
TCD,SKRA,Tarapaca,TCD,CO,Tarapaca,Amazonas,
TCE,LRTC,Tulcea,TCE,RO,Tulcea,Tulcea,Municipiul Tulcea
TCF,,Tocoa,TCF,HN,Tocoa,Colon,
TCG,ZWTC,Tacheng,TCG,CN,Qaxa,Xinjiang Uygur Zizhiqu,
TCH,FOOT,Tchibanga,TCH,GA,Tchibanga,Nyanga,Mougoutsi Department
TCI,,Terney Airport,TCI,RU,Terney,Primorskiy,
TCJ,AYVM,Torembi Airport,TCJ,PG,,,
TCK,AYYL,Tinboli Airport,TCK,PG,Ambunti,East Sepik,
TCL,KTCL,Van De Graaf,TCL,US,Northport,Alabama,Tuscaloosa County
TCM,KTCM,McChord AFB,TIW,US,Steilacoom,Washington,Pierce County
TCN,MMHC,Tehuacan,TCN,MX,San Isidro Vista Hermosa,Puebla,Santiago Miahuatlan
TCO,SKCO,La Florida Airport,TCO,CO,Tumaco,Narino,
TCP,HETB,Taba International,TCP,EG,,,
TCQ,SPTN,Tacna Airport,TCQ,PE,Tacna,Tacna,Provincia de Tacna
TCR,VOTK,Tuticorin Airport,TCR,IN,Korampallam,Tamil Nadu,Thoothukkudi
TCS,KTCS,Truth or Consequences,TCS,US,Truth or Consequences,New Mexico,Sierra County
TCT,PPCT,Takotna,TCT,US,,,
TCU,FATN,Thaba Nchu,TCU,ZA,Thaba Nchu,Orange Free State,Mangaung Metropolitan Municipality
TCV,MYTC,Torch Cay Airport,TCV,BS,,,
TCW,YTOC,Tocumwal,TCW,AU,Finley,New South Wales,Berrigan
TCX,OIMT,Tabas,TCX,IR,Tabas,Yazd,
TCY,FYTE,Terrace Bay,TCY,NA,Khorixas,Kunene,
TCZ,ZUTC,Tengchong Tuofeng Airport,TCZ,CN,Tengyue,Yunnan,Baoshan Shi
TDA,SKTD,Trinidad,TDA,CO,San Luis de Palenque,Casanare,
TDB,AYTF,Tetabedi,TDB,PG,,,
TDD,SLTR,Teniente Jorge Henrich Arauz Airport,TDD,BO,Trinidad,El Beni,
TDG,RPMW,Tandag,TDG,PH,Socorro,Caraga,Province of Surigao del Norte
TDJ,HDTJ,Tadjoura,TDJ,DJ,Tadjoura,Tadjourah,
TDK,UAAT,Taldy-Kurgan,TDK,KZ,Taldykorgan,Almaty Oblysy,
TDL,SAZT,Tandil,TDL,AR,Tandil,Buenos Aires,Partido de Tandil
TDN,YTHD,Theda Station,TDN,AU,,,
TDO,KTDO,Winlock,TDO,US,Winlock,Washington,Lewis County
TDP,SPDR,Trompeteros,TDP,PE,Marigot,Saint Andrew,
TDR,YTDR,Theodore,TDR,AU,,,
TDS,AYSS,Sasereme,TDS,PG,,,
TDT,FATD,Tanda Tula,TDT,ZA,,,
TDV,FMSN,Tanandava,TDV,MG,Manja,Menabe,Manja District
TDW,KTDW,Tradewind,AMA,US,Amarillo,Texas,Potter County
TDX,VTBO,Trat Airport,TDX,TH,Laem Ngop,Trat,
TDZ,KTDZ,Toledo,TOL,US,Toledo,Ohio,Lucas County
TEA,MHTE,Tela,TEA,HN,Tela,Atlantida,
TEB,KTEB,Teterboro Airport,TEB,US,Moonachie,New Jersey,Bergen County
TEC,SSVL,Telemaco Borba,TEC,BR,Telemaco Borba,Parana,Telemaco Borba
TED,EKTS,Thisted,TED,DK,Hanstholm,North Denmark,Thisted Kommune
TEE,DABS,Cheikh Larbi Tebessi Airport,TEE,DZ,Tebessa,Tebessa,
TEF,YTEF,Telfer Airport,TEF,AU,,,
TEG,DFET,Tenkodogo,TEG,BF,Tenkodogo,Centre-Est,Province du Boulgou
TEH,,Tetlin,TEH,US,,,
TEI,VETJ,Tezu,TEI,IN,Tezu,Arunachal Pradesh,Lohit District
TEK,PAKA,Tatitlek,TEK,US,,,
TEL,WBKE,Telupid,TEL,MY,Ranau,Sabah,
TEM,YTEM,Temora,TEM,AU,Junee,New South Wales,Junee
TEN,ZUTR,Tongren Airport,TEN,CN,Chatian,Hunan,
TEO,AYTY,Terapo,TEO,PG,Kerema,Gulf,
TEP,AYTP,Teptep,TEP,PG,,,
TEQ,LTBU,Corlu,TEQ,TR,Tekirdag,Tekirdag,
TER,LPLA,Lajes Field,TER,PT,Praia da Vitoria,Azores,Praia da Vitoria
TES,HHTS,Tessenei,TES,ER,Teseney,Gash Barka,
TET,FQTT,Matundo Airport,TET,MZ,Tete,Tete,
TEU,NZMO,Manapouri,TEU,NZ,Te Anau,Southland,Southland District
TEV,LETL,Teruel Airport,TEV,ES,Cella,Aragon,Provincia de Teruel
TEX,KTEX,Telluride Regional,TEX,US,,,
TEY,BITE,Thingeyri,TEY,IS,Isafjoerdur,Westfjords,
TEZ,VETZ,Tezpur Airport,TEZ,IN,Tezpur,Assam,Sontipur
TFB,AYTH,Tifalmin,TFB,PG,,,
TFF,SBTF,Tefe Airport,TFF,BR,Tefe,Amazonas,Tefe
TFI,AYTU,Tufi,TFI,PG,,,
TFL,SNTO,Teofilo Otoni,TFL,BR,Teofilo Otoni,Minas Gerais,Teofilo Otoni
TFM,AYTE,Telefomin,TFM,PG,,,
TFN,GCXO,Tenerife North Airport,TCI,ES,La Laguna,Canary Islands,Provincia de Santa Cruz de Tenerife
TFR,,Ramadan,TFR,EG,Al Khankah,Muhafazat al Qalyubiyah,
TFS,GCTS,Tenerife South Airport,TCI,ES,San Isidro,Canary Islands,Provincia de Santa Cruz de Tenerife
TFT,OPTT,Taftan,TFT,PK,Khash,Sistan and Baluchestan,
TFU,ZUTF,Chengdu Tianfu International Airport,TFU,CN,Jiancheng,Sichuan,
TFY,WILP,Muhammad Taufiq Kiemas Airport,TFY,ID,Krui,Lampung,
TGA,WSAT,Tengah Air Base,TGA,SG,Johor Bahru,Johor,
TGB,,Tagbita,TGB,PH,Susupu,Maluku Utara,
TGC,WBGT,Tanjung Manis Airport,TGC,MY,Sarikei,Sarawak,
TGD,LYPG,Podgorica Airport,TGD,ME,Mojanovici,,
TGE,AL73,Sharpe Field,TGE,US,Tuskegee,Alabama,Macon County
TGG,WMKN,Sultan Mahmud Airport,TGG,MY,Kuala Terengganu,Terengganu,
TGH,NVST,Tongoa,TGH,VU,,,
TGI,SPGM,Tingo Maria,TGI,PE,Tingo Maria,Huanuco,Provincia de Leoncio Prado
TGJ,NWWA,Tiga,TGJ,NC,Tadine,Loyalty Islands,Mare
TGK,URRT,Taganrog,TGK,RU,Taganrog,Rostov,
TGL,AYTG,Tagula,TGL,PG,Samarai,Milne Bay,
TGM,LRTM,Transilvania,TGM,RO,Sancraiu de Mures,Mures,Comuna Sancraiu de Mures
TGN,YLTV,La Trobe Regional,TGN,AU,Traralgon,Victoria,Latrobe
TGO,ZBTL,Tongliao Airport,TGO,CN,Tongliao,Inner Mongolia,
